0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,33.333,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,14.286,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,28.571,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,42.857,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,57.143,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,57.143,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,71.429,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,85.714,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,85.714,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,85.714,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,71.429,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,57.143,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,57.143,66.667,0,0,0,0,0,0,0,0,0,0,0,0,0
0,57.143,33.333,0,0,0,0,0,0,0,0,0,0,0,0,0
0,57.143,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,57.143,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,57.143,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,71.429,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,71.429,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,85.714,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
